t_s,stream,v1,v2,v3,v4
13.179544,foot_gyro,0.000000,0.000000,0.000000,
13.179776,heel_fsr,460,,,
13.180846,shank_accel,-0.414062,2.441406,-9.714844,
13.181631,foot_accel,0.812500,2.042969,-9.492188,
13.182485,shank_gyro,0.001953,0.003906,-0.001953,
13.182710,toe_fsr,-2,,,
13.183095,encoder,121.113281,,,
13.184127,foot_gyro,0.000000,0.000000,0.000000,
13.184746,shank_accel,-0.375000,2.402344,-9.710938,
13.184978,heel_fsr,461,,,
13.185757,foot_accel,0.851562,2.007812,-9.531250,
13.186747,shank_gyro,0.003906,-0.001953,-0.005859,
13.186970,toe_fsr,-4,,,
13.188167,foot_gyro,0.000000,0.000000,0.000000,
13.188807,shank_accel,-0.375000,2.402344,-9.710938,
13.189055,heel_fsr,452,,,
13.189309,encoder,121.113281,,,
13.190171,foot_accel,0.812500,2.042969,-9.492188,
13.191221,shank_gyro,0.001953,0.000000,0.001953,
13.191472,toe_fsr,5,,,
13.192305,foot_accel,0.812500,2.042969,-9.492188,
13.192943,shank_accel,-0.375000,2.402344,-9.710938,
13.193204,encoder,121.113281,,,
13.193867,foot_gyro,0.000000,0.000000,0.000000,
13.194128,heel_fsr,458,,,
13.195417,shank_gyro,0.000000,-0.001953,0.003906,
13.196259,foot_accel,0.851562,2.007812,-9.531250,
13.196920,shank_accel,-0.335938,2.441406,-9.714844,
13.197166,toe_fsr,1,,,
13.198005,foot_gyro,0.000000,0.000000,0.000000,
13.198625,shank_accel,-0.375000,2.441406,-9.714844,
13.198861,encoder,121.113281,,,
13.199782,foot_accel,0.812500,2.007812,-9.562500,
13.200013,heel_fsr,448,,,
13.200632,shank_gyro,-0.001953,0.003906,0.001953,
13.202229,shank_accel,-0.375000,2.363281,-9.710938,
13.202450,toe_fsr,-3,,,
13.203231,foot_gyro,0.000000,0.000000,0.000000,
13.204084,encoder,121.113281,,,
13.204803,foot_accel,0.812500,2.042969,-9.492188,
13.205033,heel_fsr,452,,,
13.206099,shank_gyro,0.005859,0.003906,-0.003906,
13.206886,foot_gyro,0.000000,0.000000,0.000000,
13.207503,shank_accel,-0.375000,2.402344,-9.675781,
13.208534,foot_accel,0.812500,2.007812,-9.531250,
13.208783,toe_fsr,4,,,
13.209614,shank_gyro,0.000000,-0.003906,-0.001953,
13.209876,encoder,121.113281,,,
13.210748,heel_fsr,456,,,
13.211847,shank_accel,-0.335938,2.402344,-9.710938,
13.213173,foot_accel,0.812500,2.042969,-9.531250,
13.213814,shank_gyro,0.005859,0.001953,-0.003906,
13.214061,toe_fsr,1,,,
13.214490,encoder,121.113281,,,
13.215156,foot_gyro,0.000000,0.000000,0.000000,
13.216233,shank_accel,-0.335938,2.402344,-9.710938,
13.216607,heel_fsr,453,,,
13.217863,foot_accel,0.812500,2.007812,-9.492188,
13.218494,shank_accel,-0.375000,2.441406,-9.714844,
13.218719,toe_fsr,-6,,,
13.219101,encoder,121.113281,,,
13.219828,foot_gyro,0.000000,0.000000,0.000000,
13.220445,shank_gyro,-0.005859,0.000000,-0.003906,
13.220676,heel_fsr,437,,,
13.221485,foot_accel,0.812500,2.042969,-9.492188,
13.222282,shank_accel,-0.375000,2.402344,-9.710938,
13.222506,toe_fsr,3,,,
13.223289,foot_gyro,0.000000,0.000000,0.000000,
13.224130,encoder,121.113281,,,
13.224868,foot_accel,0.812500,2.007812,-9.492188,
13.225098,heel_fsr,457,,,
13.226179,shank_gyro,-0.001953,0.001953,0.000000,
13.227012,foot_gyro,0.000000,0.000000,0.000000,
13.227683,shank_accel,-0.335938,2.402344,-9.675781,
13.227932,toe_fsr,8,,,
13.228366,encoder,121.113281,,,
13.229423,foot_accel,0.851562,2.007812,-9.531250,
13.229683,heel_fsr,459,,,
13.230710,shank_gyro,0.001953,0.000000,0.000000,
13.231561,foot_gyro,0.000000,0.000000,0.000000,
13.232243,shank_accel,-0.335938,2.402344,-9.675781,
13.232493,toe_fsr,-3,,,
13.233888,foot_accel,0.812500,2.007812,-9.492188,
13.234520,shank_accel,-0.375000,2.441406,-9.714844,
13.234743,heel_fsr,443,,,
13.234967,encoder,121.113281,,,
13.235752,foot_accel,0.812500,2.007812,-9.531250,
13.236396,shank_gyro,-0.003906,-0.001953,0.001953,
13.237415,foot_gyro,0.000000,0.000000,0.000000,
13.237638,toe_fsr,0,,,
13.238417,shank_accel,-0.375000,2.441406,-9.714844,
13.238649,encoder,121.113281,,,
13.239408,foot_accel,0.812500,2.042969,-9.492188,
13.239641,heel_fsr,442,,,
13.240271,shank_gyro,0.000000,0.003906,-0.001953,
13.242084,shank_accel,-0.375000,2.402344,-9.632812,
13.242305,toe_fsr,4,,,
13.243684,foot_gyro,0.000000,0.000000,0.000000,
13.244299,shank_gyro,-0.001953,0.000000,-0.003906,
13.244530,heel_fsr,452,,,
13.244759,encoder,121.113281,,,
13.245570,foot_accel,0.812500,2.042969,-9.531250,
13.246681,shank_accel,-0.375000,2.402344,-9.710938,
13.246930,toe_fsr,2,,,
13.247763,foot_gyro,0.000000,0.000000,0.000000,
13.248636,encoder,121.113281,,,
13.249741,foot_accel,0.812500,2.042969,-9.562500,
13.250000,heel_fsr,451,,,
13.251052,shank_gyro,-0.001953,-0.003906,0.005859,
13.251903,foot_accel,0.812500,2.007812,-9.492188,
13.252554,shank_accel,-0.375000,2.402344,-9.675781,
13.252803,toe_fsr,-3,,,
13.253249,encoder,121.113281,,,
13.253961,foot_gyro,0.000000,0.000000,0.000000,
13.255006,shank_accel,-0.335938,2.402344,-9.675781,
13.255243,heel_fsr,449,,,
13.256027,foot_accel,0.812500,2.007812,-9.531250,
13.257078,shank_gyro,0.001953,0.000000,-0.005859,
13.257301,toe_fsr,6,,,
13.258089,foot_gyro,0.000000,0.000000,0.000000,
13.258713,shank_accel,-0.335938,2.402344,-9.710938,
13.258944,encoder,121.113281,,,
13.259681,foot_accel,0.851562,2.007812,-9.492188,
13.259913,heel_fsr,437,,,
13.260926,shank_gyro,0.001953,0.000000,0.005859,
13.261706,foot_gyro,0.000000,0.000000,0.000000,
13.262413,shank_accel,-0.335938,2.402344,-9.675781,
13.262638,toe_fsr,1,,,
13.264073,foot_accel,0.851562,2.042969,-9.531250,
13.264704,shank_gyro,0.001953,0.000000,0.000000,
13.264928,heel_fsr,448,,,
13.265156,encoder,121.113281,,,
13.266862,shank_accel,-0.335938,2.441406,-9.714844,
13.267114,toe_fsr,-1,,,
13.268336,foot_gyro,0.000000,0.000000,0.000000,
13.269202,heel_fsr,444,,,
13.269458,encoder,121.113281,,,
13.270299,foot_accel,0.812500,2.007812,-9.531250,
13.271368,shank_gyro,-0.003906,-0.005859,-0.003906,
13.271649,toe_fsr,-1,,,
13.273236,foot_accel,0.812500,2.007812,-9.492188,
13.273629,heel_fsr,440,,,
13.274742,shank_accel,-0.335938,2.402344,-9.710938,
13.274976,encoder,121.113281,,,
13.275769,foot_gyro,0.000000,0.000000,0.000000,
13.277279,shank_accel,-0.375000,2.441406,-9.671875,
13.277283,shank_gyro,-0.001953,0.000000,0.003906,
13.277509,toe_fsr,9,,,
13.278292,foot_accel,0.812500,2.007812,-9.492188,
13.278937,shank_accel,-0.335938,2.441406,-9.714844,
13.279174,encoder,121.113281,,,
13.280790,foot_gyro,0.000000,0.000000,0.000000,
13.280795,foot_accel,0.812500,1.968750,-9.492188,
13.281029,heel_fsr,448,,,
13.282083,shank_gyro,0.000000,0.000000,0.000000,
13.282866,foot_gyro,0.000000,0.000000,0.000000,
13.283480,shank_accel,-0.335938,2.402344,-9.675781,
13.283714,encoder,121.113281,,,
13.284804,foot_accel,0.851562,2.007812,-9.492188,
13.285068,toe_fsr,2,,,
13.286317,shank_gyro,-0.003906,0.001953,-0.001953,
13.286969,foot_gyro,0.000000,0.000000,0.000000,
13.287220,heel_fsr,451,,,
13.287867,shank_accel,-0.335938,2.402344,-9.675781,
13.288127,encoder,121.113281,,,
13.289364,foot_accel,0.812500,2.042969,-9.492188,
13.290729,shank_accel,-0.335938,2.441406,-9.671875,
13.290974,toe_fsr,5,,,
13.291830,foot_gyro,0.000000,0.000000,0.000000,
13.292514,shank_gyro,-0.003906,0.000000,-0.003906,
13.292768,heel_fsr,451,,,
13.294063,foot_accel,0.851562,1.968750,-9.492188,
13.294698,shank_accel,-0.335938,2.441406,-9.714844,
13.294926,toe_fsr,6,,,
13.295311,encoder,121.113281,,,
13.295944,foot_accel,0.812500,2.007812,-9.492188,
13.296965,shank_gyro,0.001953,0.001953,0.001953,
13.297198,heel_fsr,449,,,
13.298054,foot_gyro,0.000000,0.000000,0.000000,
13.298703,shank_accel,-0.335938,2.441406,-9.671875,
13.298924,toe_fsr,-4,,,
13.299306,encoder,121.113281,,,
13.299947,foot_accel,0.812500,2.007812,-9.531250,
13.300974,shank_gyro,-0.005859,-0.001953,0.003906,
13.301206,heel_fsr,450,,,
13.301978,foot_gyro,0.000000,0.000000,0.000000,
13.302654,shank_accel,-0.335938,2.402344,-9.710938,
13.303315,foot_accel,0.851562,2.007812,-9.531250,
13.303538,toe_fsr,-2,,,
13.304531,encoder,121.113281,,,
13.305411,heel_fsr,447,,,
13.306487,shank_gyro,-0.001953,0.001953,0.000000,
13.307325,foot_gyro,0.000000,0.000000,0.000000,
13.307970,shank_accel,-0.335938,2.363281,-9.750000,
13.308231,encoder,121.113281,,,
13.309286,foot_accel,0.851562,2.007812,-9.492188,
13.309546,toe_fsr,4,,,
13.310906,shank_accel,-0.335938,2.441406,-9.714844,
13.311557,foot_gyro,0.000000,0.000000,0.000000,
13.311811,heel_fsr,454,,,
13.312546,shank_gyro,0.001953,0.001953,0.000000,
13.313773,foot_accel,0.851562,2.007812,-9.492188,
13.314406,shank_accel,-0.375000,2.402344,-9.675781,
13.314629,toe_fsr,-1,,,
13.315011,encoder,121.113281,,,
13.315630,foot_accel,0.812500,2.007812,-9.492188,
13.316676,shank_gyro,-0.005859,0.001953,0.001953,
13.316907,heel_fsr,449,,,
13.318100,foot_gyro,0.000000,0.000000,0.000000,
13.318725,shank_accel,-0.335938,2.402344,-9.710938,
13.318949,toe_fsr,-6,,,
13.319330,encoder,121.113281,,,
13.319963,foot_accel,0.812500,2.007812,-9.531250,
13.320993,shank_gyro,-0.005859,0.001953,-0.003906,
13.321224,heel_fsr,450,,,
13.321997,foot_gyro,0.000000,0.000000,0.000000,
13.322673,shank_accel,-0.335938,2.441406,-9.671875,
13.323753,foot_accel,0.812500,2.007812,-9.492188,
13.324006,toe_fsr,2,,,
13.324846,shank_accel,-0.335938,2.441406,-9.671875,
13.325109,encoder,121.113281,,,
13.325985,heel_fsr,457,,,
13.326752,shank_gyro,-0.001953,0.003906,-0.001953,
13.327612,foot_gyro,0.000000,0.000000,0.000000,
13.328486,encoder,121.113281,,,
13.329565,foot_accel,0.851562,2.042969,-9.492188,
13.329826,toe_fsr,5,,,
13.330989,shank_accel,-0.335938,2.402344,-9.710938,
13.331612,foot_gyro,0.000000,0.000000,0.000000,
13.331837,heel_fsr,443,,,
13.332602,shank_gyro,0.005859,0.000000,0.003906,
13.333820,foot_accel,0.812500,2.042969,-9.531250,
13.334446,shank_accel,-0.375000,2.402344,-9.710938,
13.334672,toe_fsr,-3,,,
13.335054,encoder,121.113281,,,
13.335671,foot_accel,0.812500,2.007812,-9.492188,
13.336684,shank_gyro,-0.003906,0.001953,-0.001953,
13.336915,heel_fsr,438,,,
13.338124,foot_gyro,0.000000,0.000000,0.000000,
13.338747,shank_accel,-0.335938,2.402344,-9.675781,
13.338969,toe_fsr,2,,,
13.339352,encoder,121.113281,,,
13.339985,foot_accel,0.812500,2.007812,-9.492188,
13.341007,shank_gyro,-0.003906,0.001953,0.000000,
13.341239,heel_fsr,443,,,
13.342015,foot_gyro,0.000000,0.000000,0.000000,
13.342642,shank_accel,-0.375000,2.441406,-9.714844,
13.343687,foot_accel,0.812500,2.007812,-9.531250,
13.343936,toe_fsr,9,,,
13.344760,shank_accel,-0.335938,2.441406,-9.671875,
13.345023,encoder,121.113281,,,
13.345913,heel_fsr,455,,,
13.346577,shank_gyro,0.001953,0.000000,0.001953,
13.347430,foot_gyro,0.000000,0.000000,0.000000,
13.348070,shank_accel,-0.375000,2.441406,-9.714844,
13.348318,toe_fsr,-1,,,
13.348750,encoder,121.113281,,,
13.349854,foot_accel,0.851562,2.007812,-9.492188,
13.350116,heel_fsr,454,,,
13.351453,shank_gyro,0.003906,0.003906,0.000000,
13.352250,foot_accel,0.851562,2.007812,-9.453125,
13.352881,shank_accel,-0.375000,2.441406,-9.714844,
13.353112,encoder,121.113281,,,
13.354161,foot_gyro,0.000000,0.000000,0.000000,
13.354390,toe_fsr,-1,,,
13.355183,shank_gyro,0.001953,-0.001953,-0.001953,
13.355800,foot_accel,0.812500,2.007812,-9.531250,
13.356842,shank_accel,-0.375000,2.402344,-9.675781,
13.357065,heel_fsr,451,,,
13.357848,foot_gyro,0.000000,0.000000,0.000000,
13.358678,encoder,121.113281,,,
13.359726,foot_accel,0.812500,2.042969,-9.531250,
13.359962,toe_fsr,4,,,
13.361149,shank_gyro,0.001953,0.000000,0.000000,
13.361807,foot_gyro,0.000000,0.000000,0.000000,
13.362063,heel_fsr,454,,,
13.362709,shank_accel,-0.375000,2.441406,-9.671875,
13.363950,foot_accel,0.851562,2.007812,-9.492188,
13.365291,shank_accel,-0.375000,2.402344,-9.675781,
13.365542,toe_fsr,3,,,
13.365982,encoder,121.113281,,,
13.367265,shank_gyro,0.003906,0.001953,-0.001953,
13.367535,heel_fsr,452,,,
13.368751,foot_gyro,0.000000,0.000000,0.000000,
13.369401,shank_accel,-0.335938,2.402344,-9.675781,
13.369629,toe_fsr,-4,,,
13.370015,encoder,121.113281,,,
13.370635,foot_accel,0.812500,2.007812,-9.531250,
13.371648,shank_gyro,0.000000,-0.001953,0.003906,
13.371882,heel_fsr,453,,,
13.372667,foot_accel,0.851562,2.007812,-9.492188,
13.373311,shank_accel,-0.375000,2.402344,-9.710938,
13.373543,encoder,121.113281,,,
13.374209,foot_gyro,0.000000,0.000000,0.000000,
13.374441,toe_fsr,5,,,
13.375925,shank_gyro,-0.001953,0.000000,-0.001953,
13.376150,heel_fsr,460,,,
13.377465,foot_accel,0.812500,2.042969,-9.492188,
13.378109,shank_accel,-0.375000,2.402344,-9.710938,
13.378360,toe_fsr,7,,,
13.378795,encoder,121.113281,,,
13.379898,foot_gyro,0.000000,0.000000,0.000000,
13.380161,heel_fsr,454,,,
13.381202,shank_accel,-0.375000,2.363281,-9.710938,
13.382035,foot_accel,0.851562,2.007812,-9.492188,
13.382678,shank_gyro,0.000000,0.000000,0.003906,
13.383980,foot_gyro,0.000000,0.000000,0.000000,
13.384229,toe_fsr,-6,,,
13.385466,shank_accel,-0.375000,2.402344,-9.632812,
13.385712,encoder,121.113281,,,
13.386331,foot_accel,0.812500,2.007812,-9.531250,
13.386566,heel_fsr,452,,,
13.387531,shank_gyro,-0.001953,0.000000,0.000000,
13.388735,foot_gyro,0.000000,0.000000,0.000000,
13.389366,shank_accel,-0.375000,2.402344,-9.675781,
13.389590,toe_fsr,2,,,
13.389975,encoder,121.113281,,,
13.390620,foot_accel,0.812500,2.007812,-9.492188,
13.391801,shank_gyro,0.005859,0.000000,0.003906,
13.392033,heel_fsr,461,,,
13.393425,foot_accel,0.812500,2.042969,-9.492188,
13.394050,shank_accel,-0.335938,2.402344,-9.710938,
13.394272,toe_fsr,7,,,
13.394652,encoder,121.113281,,,
13.395439,foot_gyro,0.000000,0.000000,0.000000,
13.396467,shank_gyro,0.001953,-0.001953,-0.001953,
13.396760,heel_fsr,449,,,
13.398244,foot_accel,0.812500,2.007812,-9.531250,
13.398492,toe_fsr,-2,,,
13.399315,shank_accel,-0.414062,2.441406,-9.671875,
13.399613,encoder,121.113281,,,
13.400286,foot_gyro,0.000000,0.000000,0.000000,
13.400567,heel_fsr,446,,,
13.402092,shank_accel,-0.375000,2.402344,-9.710938,
13.402100,shank_gyro,0.000000,0.000000,0.003906,
13.402946,foot_accel,0.812500,2.042969,-9.531250,
13.403594,shank_accel,-0.335938,2.441406,-9.671875,
13.403846,toe_fsr,-1,,,
13.404279,encoder,121.113281,,,
13.406018,foot_gyro,0.000000,0.000000,0.000000,
13.406028,foot_accel,0.812500,2.042969,-9.531250,
13.406405,heel_fsr,455,,,
13.407065,shank_gyro,-0.001953,0.001953,0.000000,
13.407931,foot_gyro,0.000000,0.000000,0.000000,
13.408552,shank_accel,-0.375000,2.402344,-9.710938,
13.408785,encoder,121.113281,,,
13.409843,foot_accel,0.851562,2.007812,-9.492188,
13.410075,toe_fsr,5,,,
13.411418,shank_gyro,0.005859,0.001953,0.003906,
13.412050,foot_gyro,0.000000,0.000000,0.000000,
13.412274,heel_fsr,454,,,
13.412906,shank_accel,-0.375000,2.441406,-9.671875,
13.413138,encoder,121.113281,,,
13.414312,foot_accel,0.812500,2.042969,-9.492188,
13.414926,shank_gyro,0.003906,-0.001953,0.003906,
13.415149,toe_fsr,0,,,
13.415922,foot_accel,0.812500,2.007812,-9.531250,
13.416993,shank_accel,-0.375000,2.441406,-9.714844,
13.417226,heel_fsr,452,,,
13.418309,foot_gyro,0.000000,0.000000,0.000000,
13.418952,shank_accel,-0.375000,2.402344,-9.675781,
13.419203,toe_fsr,-5,,,
13.419659,encoder,121.113281,,,
13.420333,foot_accel,0.812500,2.042969,-9.492188,
13.421263,shank_gyro,-0.001953,-0.005859,-0.001953,
13.421525,heel_fsr,456,,,
13.422356,foot_gyro,0.000000,0.000000,0.000000,
13.423019,shank_accel,-0.335938,2.441406,-9.714844,
13.423268,toe_fsr,6,,,
13.423704,encoder,121.113281,,,
13.424761,foot_accel,0.812500,2.007812,-9.531250,
13.425024,heel_fsr,457,,,
13.425648,shank_gyro,0.000000,0.003906,0.001953,
13.427138,shank_accel,-0.375000,2.402344,-9.710938,
13.427361,toe_fsr,6,,,
13.428537,foot_gyro,0.000000,0.000000,0.000000,
13.429356,heel_fsr,459,,,
13.429581,encoder,121.113281,,,
13.430379,foot_accel,0.812500,2.007812,-9.531250,
13.431437,shank_gyro,0.001953,-0.001953,-0.001953,
13.431661,toe_fsr,1,,,
13.432439,foot_accel,0.812500,2.007812,-9.531250,
13.433074,shank_accel,-0.375000,2.402344,-9.710938,
13.433304,encoder,121.113281,,,
13.434442,foot_gyro,0.000000,0.000000,0.000000,
13.434702,heel_fsr,451,,,
13.435346,shank_accel,-0.335938,2.441406,-9.714844,
13.436195,foot_accel,0.812500,2.042969,-9.492188,
13.437039,shank_gyro,0.005859,0.001953,-0.003906,
13.437298,toe_fsr,-2,,,
13.438343,foot_gyro,0.000000,0.000000,0.000000,
13.438985,shank_accel,-0.375000,2.441406,-9.671875,
13.439232,heel_fsr,450,,,
13.439488,encoder,121.113281,,,
13.440340,foot_accel,0.812500,2.007812,-9.531250,
13.441009,shank_gyro,0.001953,-0.001953,0.005859,
13.441256,toe_fsr,5,,,
13.442086,foot_gyro,0.000000,0.000000,0.000000,
13.442810,shank_accel,-0.335938,2.402344,-9.675781,
13.443056,heel_fsr,459,,,
13.443309,encoder,121.113281,,,
13.444595,foot_accel,0.812500,2.007812,-9.531250,
13.445218,shank_gyro,0.001953,-0.001953,-0.001953,
13.445442,toe_fsr,5,,,
13.447015,shank_accel,-0.375000,2.363281,-9.675781,
13.447237,heel_fsr,453,,,
13.448281,foot_gyro,0.000000,0.000000,0.000000,
13.449106,encoder,121.113281,,,
13.450250,foot_accel,0.812500,2.007812,-9.531250,
13.451273,shank_gyro,0.000000,-0.003906,-0.003906,
13.451506,toe_fsr,-5,,,
13.452296,foot_accel,0.812500,2.007812,-9.531250,
13.452935,shank_accel,-0.375000,2.402344,-9.710938,
13.453165,encoder,121.113281,,,
13.454216,foot_gyro,0.000000,0.000000,0.000000,
13.454442,heel_fsr,446,,,
13.455111,shank_accel,-0.375000,2.402344,-9.750000,
13.455947,foot_accel,0.812500,2.007812,-9.492188,
13.456736,shank_gyro,0.001953,0.000000,-0.003906,
13.456986,toe_fsr,3,,,
13.458236,foot_gyro,0.000000,0.000000,0.000000,
13.458884,shank_accel,-0.375000,2.402344,-9.675781,
13.459132,heel_fsr,456,,,
13.459400,encoder,121.113281,,,
13.460252,foot_accel,0.851562,2.007812,-9.492188,
13.460890,shank_gyro,0.005859,0.001953,-0.001953,
13.461764,toe_fsr,7,,,
13.462924,shank_accel,-0.335938,2.441406,-9.671875,
13.463157,encoder,121.113281,,,
13.464405,foot_gyro,0.000000,0.000000,0.000000,
13.464634,heel_fsr,450,,,
13.465313,shank_gyro,-0.003906,0.001953,0.001953,
13.466104,foot_accel,0.851562,2.007812,-9.492188,
13.467075,shank_accel,-0.375000,2.402344,-9.675781,
13.467295,toe_fsr,-3,,,
13.468484,foot_gyro,0.000000,0.000000,0.000000,
13.469321,heel_fsr,452,,,
13.469546,encoder,121.113281,,,
13.470361,foot_accel,0.812500,2.007812,-9.531250,
13.471418,shank_gyro,-0.001953,-0.001953,0.000000,
13.471641,toe_fsr,-2,,,
13.472445,foot_accel,0.812500,2.007812,-9.492188,
13.473088,shank_accel,-0.375000,2.441406,-9.714844,
13.473354,encoder,121.113281,,,
13.474427,foot_gyro,0.000000,0.000000,0.000000,
13.474696,heel_fsr,440,,,
13.475750,shank_accel,-0.335938,2.441406,-9.671875,
13.476601,foot_accel,0.812500,2.007812,-9.492188,
13.477674,shank_gyro,0.000000,0.000000,-0.001953,
13.477928,toe_fsr,9,,,
13.478366,encoder,121.113281,,,
13.479028,foot_gyro,0.000000,0.000000,0.000000,
13.479684,shank_accel,-0.335938,2.441406,-9.671875,
13.479949,heel_fsr,453,,,
13.480780,foot_accel,0.812500,2.007812,-9.492188,
13.481787,shank_gyro,0.005859,0.003906,0.000000,
13.482012,toe_fsr,-1,,,
13.482785,foot_gyro,0.000000,0.000000,0.000000,
13.483425,shank_accel,-0.375000,2.402344,-9.675781,
13.483655,encoder,121.113281,,,
13.484840,foot_accel,0.812500,2.007812,-9.492188,
13.485071,heel_fsr,437,,,
13.486305,shank_gyro,-0.003906,-0.005859,0.003906,
13.487098,foot_gyro,0.000000,0.000000,0.000000,
13.487737,shank_accel,-0.335938,2.402344,-9.710938,
13.488742,foot_accel,0.851562,2.042969,-9.531250,
13.488968,toe_fsr,1,,,
13.489758,shank_gyro,0.001953,0.001953,0.000000,
13.489990,encoder,121.113281,,,
13.490830,heel_fsr,455,,,
13.491910,shank_accel,-0.335938,2.402344,-9.675781,
13.492773,foot_accel,0.812500,2.007812,-9.492188,
13.493420,shank_accel,-0.300781,2.402344,-9.675781,
13.493676,toe_fsr,9,,,
13.494118,encoder,121.113281,,,
13.494798,foot_gyro,0.000000,0.000000,0.000000,
13.495886,shank_gyro,-0.001953,-0.001953,-0.001953,
13.496152,heel_fsr,453,,,
13.496996,foot_accel,0.812500,2.007812,-9.492188,
13.497941,shank_accel,-0.375000,2.402344,-9.710938,
13.498192,toe_fsr,2,,,
13.498628,encoder,121.113281,,,
13.499923,foot_gyro,0.000000,0.000000,0.000000,
13.500194,heel_fsr,448,,,
13.501482,shank_gyro,0.000000,-0.001953,0.000000,
13.502292,foot_accel,0.851562,2.007812,-9.531250,
13.502926,shank_accel,-0.335938,2.402344,-9.675781,
13.503160,encoder,121.113281,,,
13.504340,foot_gyro,0.000000,0.000000,0.000000,
13.504575,toe_fsr,-1,,,
13.505358,shank_gyro,0.007812,0.000000,0.000000,
13.506002,foot_accel,0.851562,2.042969,-9.531250,
13.507027,shank_accel,-0.375000,2.441406,-9.671875,
13.507251,heel_fsr,462,,,
13.508427,foot_gyro,0.000000,0.000000,0.000000,
13.509251,toe_fsr,4,,,
13.509632,encoder,121.113281,,,
13.510369,foot_accel,0.812500,2.007812,-9.492188,
13.511442,shank_accel,-0.335938,2.402344,-9.710938,
13.511707,heel_fsr,460,,,
13.512549,foot_accel,0.851562,2.007812,-9.492188,
13.513196,shank_gyro,0.000000,-0.003906,-0.001953,
13.513442,toe_fsr,3,,,
13.513870,encoder,121.113281,,,
13.514554,foot_gyro,0.000000,0.000000,0.000000,
13.515310,shank_accel,-0.335938,2.402344,-9.710938,
13.515575,heel_fsr,449,,,
13.516411,foot_accel,0.851562,2.007812,-9.492188,
13.517482,shank_gyro,-0.001953,0.001953,0.001953,
13.517730,toe_fsr,-3,,,
13.518198,encoder,121.113281,,,
13.518831,foot_gyro,0.000000,0.000000,0.000000,
13.519453,shank_accel,-0.335938,2.441406,-9.714844,
13.519684,heel_fsr,455,,,
13.520501,foot_accel,0.812500,2.007812,-9.492188,
13.521555,shank_gyro,-0.001953,0.000000,-0.001953,
13.521777,toe_fsr,2,,,
13.522548,foot_gyro,0.000000,0.000000,0.000000,
13.523193,shank_accel,-0.375000,2.402344,-9.710938,
13.523432,encoder,121.113281,,,
13.524590,foot_accel,0.851562,1.968750,-9.492188,
13.524823,heel_fsr,452,,,
13.525447,shank_gyro,0.001953,0.003906,-0.001953,
13.527345,shank_accel,-0.335938,2.402344,-9.675781,
13.527612,toe_fsr,6,,,
13.528840,foot_gyro,0.000000,0.000000,0.000000,
13.529481,shank_accel,-0.335938,2.402344,-9.710938,
13.529728,heel_fsr,454,,,
13.529982,encoder,121.113281,,,
13.530844,foot_accel,0.812500,2.042969,-9.492188,
13.531629,shank_gyro,-0.003906,0.000000,0.003906,
13.531879,toe_fsr,-1,,,
13.532705,foot_accel,0.812500,2.007812,-9.531250,
13.533367,shank_accel,-0.335938,2.441406,-9.714844,
13.533613,heel_fsr,444,,,
13.533867,encoder,121.113281,,,
13.534749,foot_gyro,0.000000,0.000000,0.000000,
13.535383,shank_gyro,-0.001953,-0.001953,-0.003906,
13.535615,toe_fsr,-2,,,
13.536402,foot_accel,0.851562,2.042969,-9.531250,
13.537452,shank_accel,-0.335938,2.402344,-9.710938,
13.537674,heel_fsr,450,,,
13.538541,foot_gyro,0.000000,0.000000,0.000000,
13.539368,encoder,121.113281,,,
13.540368,foot_accel,0.851562,2.042969,-9.492188,
13.541394,shank_gyro,-0.003906,-0.003906,0.005859,
13.541617,toe_fsr,4,,,
13.542393,foot_gyro,0.000000,0.000000,0.000000,
13.543029,shank_accel,-0.335938,2.402344,-9.675781,
13.543260,encoder,121.113281,,,
13.544609,foot_accel,0.812500,2.007812,-9.492188,
13.544840,heel_fsr,459,,,
13.545457,shank_accel,-0.375000,2.441406,-9.714844,
13.547268,shank_gyro,0.001953,0.000000,-0.001953,
13.547499,toe_fsr,4,,,
13.548703,foot_gyro,0.000000,0.000000,0.000000,
13.549361,shank_accel,-0.375000,2.441406,-9.671875,
13.549611,heel_fsr,451,,,
13.549866,encoder,121.113281,,,
13.550712,foot_accel,0.812500,2.007812,-9.492188,
13.551571,shank_gyro,0.001953,0.001953,-0.005859,
13.551823,toe_fsr,-4,,,
13.552647,foot_accel,0.812500,2.042969,-9.531250,
13.553368,shank_accel,-0.375000,2.402344,-9.710938,
13.553618,heel_fsr,459,,,
13.553873,encoder,121.113281,,,
13.554732,foot_gyro,0.000000,0.000000,0.000000,
13.555407,shank_gyro,-0.003906,0.000000,0.003906,
13.555660,toe_fsr,4,,,
13.556479,foot_accel,0.851562,2.007812,-9.562500,
13.557523,shank_accel,-0.375000,2.441406,-9.671875,
13.557747,heel_fsr,451,,,
13.558584,foot_gyro,0.000000,0.000000,0.000000,
13.559413,encoder,121.113281,,,
13.560381,foot_accel,0.812500,2.042969,-9.562500,
13.561391,shank_gyro,0.000000,0.001953,0.001953,
13.561614,toe_fsr,6,,,
13.562395,foot_gyro,0.000000,0.000000,0.000000,
13.563077,shank_accel,-0.375000,2.402344,-9.675781,
13.563301,heel_fsr,455,,,
13.563527,encoder,121.113281,,,
13.564715,foot_accel,0.812500,2.042969,-9.492188,
